town_id,town_name,lat,lon,date,temp_min,temp_max,temp_avg,humidity_avg,humidity_max,dew_point_avg,wind_speed_avg,wind_speed_max,precipitation_total,clouds_avg
217,兴城市,40.61,120.73,2026-04-24,9.43,17.76,13.6,59,59,7.49,8.84,12.65,5.0,99
218,绥中县,40.32,120.34,2026-04-24,10.08,20.2,15.1,45,45,7.64,9.19,11.7,2.5,100
219,建昌县,40.81,119.8,2026-04-24,11.36,22.3,16.8,36,36,5.91,6.09,9.98,13.1,100
1,哈尔滨市,45.58,126.29,2026-04-25,2.92,11.07,7.0,37,37,-2.94,4.29,9.65,0.5,0
2,尚志市,45.21,127.96,2026-04-25,5.51,12.33,8.9,29,29,-5.08,4.48,10.8,1.4,100
3,五常市,44.92,127.16,2026-04-25,4.81,13.25,9.0,27,27,-5.76,5.63,9.32,4.2,100
4,巴彦县,46.08,127.4,2026-04-25,2.99,9.67,6.3,39,39,-4.37,6.05,11.34,1.7,100
5,宾县,45.75,127.48,2026-04-25,3.57,9.87,6.7,30,30,-6.37,5.02,10.89,1.0,100
6,方正县,45.83,128.82,2026-04-25,5.39,10.31,7.8,43,43,-3.49,5.26,11.19,0.5,100
7,木兰县,45.95,128.04,2026-04-25,3.41,9.67,6.5,40,40,-4.14,6.19,12.56,1.1,99
8,通河县,45.97,128.75,2026-04-25,4.34,9.82,7.1,48,48,-2.49,5.84,12.6,0.7,100
9,延寿县,45.45,128.33,2026-04-25,5.66,11.76,8.7,34,34,-4.24,5.56,10.04,0.8,100
10,依兰县,46.31,129.56,2026-04-25,5.18,10.16,7.7,50,50,-1.47,8.98,16.26,0.6,100
11,齐齐哈尔市,47.35,123.84,2026-04-25,1.87,14.31,8.1,14,14,-13.42,6.04,10.99,0,100
12,讷河市,48.46,124.88,2026-04-25,0.81,11.96,6.4,22,22,-9.04,7.11,10.92,0,18
13,拜泉县,47.6,126.09,2026-04-25,2.02,12.53,7.3,22,22,-9.48,7.16,12.15,0.1,17
14,富裕县,47.77,124.47,2026-04-25,1.71,14.01,7.9,16,16,-11.96,6.77,11.63,0,44
15,甘南县,47.91,123.5,2026-04-25,1.38,13.57,7.5,14,14,-13.01,7.16,11.9,0,82
16,克东县,48.04,126.25,2026-04-25,1.19,11.42,6.3,25,25,-8.59,7.73,11.51,0,1
17,克山县,48.04,125.88,2026-04-25,1.28,12.04,6.7,23,23,-9.15,7.49,11.39,0,0
18,龙江县,47.33,123.2,2026-04-25,2.04,14.21,8.1,13,13,-14.27,5.83,10.82,0,100
19,泰来县,46.39,123.41,2026-04-25,1.68,12.3,7.0,11,11,-16.27,7.35,9.54,1.3,100
20,依安县,47.89,125.3,2026-04-25,1.7,12.96,7.3,20,20,-10.31,6.97,12.14,0,9
21,牡丹江市,44.57,129.55,2026-04-25,4.21,14.05,9.1,38,38,-1.18,5.77,11.49,0,100
22,东宁市,44.09,131.12,2026-04-25,4.59,14.94,9.8,54,54,5.41,4.43,5.99,2.3,100
23,海林市,44.59,129.37,2026-04-25,4.19,14.19,9.2,34,34,-2.37,5.81,10.46,0,100
24,穆棱市,44.92,130.52,2026-04-25,4.58,12.75,8.7,46,46,1.09,5.62,12.63,1.0,100
25,宁安市,44.34,129.48,2026-04-25,3.83,14.5,9.2,46,46,1.42,5.29,10.04,0.1,100
26,绥芬河市,44.41,131.16,2026-04-25,1.05,11.46,6.3,52,52,1.74,3.27,8.75,0.8,100
27,林口县,45.28,130.27,2026-04-25,4.23,12.89,8.6,33,33,-2.64,5.47,13.28,1.6,100
28,佳木斯市,46.8,130.31,2026-04-25,6.64,12.34,9.5,27,27,-6.32,7.36,14.27,0,78
29,抚远市,48.36,134.3,2026-04-25,2.78,10.65,6.7,72,72,2.99,7.46,13.66,2.1,100
30,富锦市,46.33,132.19,2026-04-25,4.54,9.8,7.2,53,53,0.6,8.9,16.63,0.3,100
31,同江市,47.64,132.5,2026-04-25,4.43,11.55,8.0,38,38,-3.26,9.89,16.69,0.3,100
32,桦川县,46.24,130.55,2026-04-25,5.15,9.39,7.3,43,43,-3.3,8.22,14.58,0,100
33,桦南县,46.24,130.55,2026-04-25,5.15,9.39,7.3,43,43,-3.3,8.22,14.58,0,100
34,汤原县,46.73,129.9,2026-04-25,6.37,12.75,9.6,22,22,-8.28,5.61,10.54,0,74
35,大庆市,46.58,125.1,2026-04-25,2.59,12.9,7.7,14,14,-13.73,5.88,10.22,0,70
36,杜尔伯特蒙古族自治县,46.86,124.44,2026-04-25,2.08,12.65,7.4,14,14,-13.61,5.73,10.18,0,77
37,林甸县,47.17,124.86,2026-04-25,2.32,13.23,7.8,14,14,-13.46,6,11.33,0,78
38,肇源县,45.52,125.08,2026-04-25,3,10.79,6.9,31,31,-6.62,5.53,8.42,0.6,100
39,肇州县,45.7,125.26,2026-04-25,2.42,10.39,6.4,29,29,-7.56,5.18,8.89,2.0,100
40,鸡西市,45.3,125.1,2026-04-25,3.97,11.17,7.6,28,28,-6.78,4.42,6.95,0.1,100
41,虎林市,45.76,132.93,2026-04-25,3.82,9.25,6.5,67,67,3.27,9.74,19.44,7.8,100
42,密山市,45.53,131.84,2026-04-25,3.75,10.84,7.3,53,53,1.55,7.1,12.42,4.2,100
43,鸡东县,45.26,131.12,2026-04-25,5.39,13.37,9.4,36,36,-1.22,5.52,8.8,2.4,100
44,双鸭山市,46.64,131.15,2026-04-25,6.03,10.62,8.3,38,38,-3.86,7.76,16.23,0.5,100
45,宝清县,46.33,132.19,2026-04-25,4.54,9.8,7.2,53,53,0.6,8.9,16.63,0.3,100
46,集贤县,46.73,131.13,2026-04-25,6.51,11.03,8.8,37,37,-3.78,8.11,15.99,0.4,100
47,饶河县,46.79,134.01,2026-04-25,2.81,9.02,5.9,74,74,3.92,5.83,14.44,0.5,100
48,友谊县,46.77,131.8,2026-04-25,5.76,11.44,8.6,32,32,-4.29,7.44,13.78,0.4,100
49,伊春市,47.72,128.84,2026-04-25,1.9,10.5,6.2,27,27,-7.43,7.39,12.7,0.8,2
50,铁力市,46.98,128.02,2026-04-25,3.94,11.33,7.6,22,22,-9.33,6.73,10.82,0.6,28
51,大箐山县,47.14,129.28,2026-04-25,3.68,10.92,7.3,22,22,-9.43,6.01,11.28,0.2,0
52,丰林县,48.29,129.53,2026-04-25,1.39,9.32,5.4,29,29,-7.18,6.6,11.78,0.5,40
53,嘉荫县,48.89,130.39,2026-04-25,3.24,10.26,6.8,28,28,-6.99,8.43,16.3,0.4,65
54,南岔县,47.14,129.28,2026-04-25,3.68,10.92,7.3,22,22,-9.43,6.01,11.28,0.2,0
55,汤旺县,48.45,129.43,2026-04-25,0.33,8.12,4.2,30,30,-7.61,6.35,12.39,1.1,54
56,七台河市,45.77,131.0,2026-04-25,5.29,9.2,7.2,52,52,-0.36,6.9,13.59,1.6,100
57,勃利县,45.75,130.57,2026-04-25,4.95,9.36,7.2,45,45,-2,5.71,15.86,0.5,100
58,鹤岗市,47.35,130.29,2026-04-25,4.8,11.58,8.2,21,21,-9.38,6.47,11.47,0,1
59,萝北县,47.57,130.84,2026-04-25,5.83,12.34,9.1,21,21,-8.68,6.78,11.3,0,31
60,绥滨县,47.29,131.85,2026-04-25,5.93,11.84,8.9,35,35,-3.75,8.62,15.03,0.4,100
61,黑河市,50.24,127.52,2026-04-25,1.33,9.09,5.2,31,31,-7.69,6.64,12.83,7.4,100
62,北安市,48.24,126.49,2026-04-25,1.1,11.24,6.2,27,27,-7.73,7.9,11.73,0,3
63,嫩江市,49.18,125.22,2026-04-25,-0.09,10.47,5.2,38,38,-4.78,6.41,9.51,0.1,43
64,五大连池市,48.51,126.19,2026-04-25,0.38,10.43,5.4,32,32,-6.14,7.94,11.06,0,4
65,孙吴县,49.43,127.33,2026-04-25,0.72,8.91,4.8,43,43,-3.58,7.09,10.85,2.2,12
66,逊克县,49.57,128.48,2026-04-25,1.39,9.42,5.4,40,40,-3.78,7.3,10.77,7.6,29
67,绥化市,46.65,126.96,2026-04-25,3.7,11.82,7.8,18,18,-11.05,6.99,12.84,0,67
68,安达市,46.45,125.3,2026-04-25,2.25,12.5,7.4,15,15,-13.06,6.2,10.15,0.3,76
69,海伦市,47.46,126.97,2026-04-25,2.31,11.59,7.0,24,24,-8.57,7.3,12,0.7,6
70,肇东市,46.06,125.98,2026-04-25,1.85,10.46,6.2,25,25,-8.63,5.65,10.66,2.4,100
71,兰西县,46.26,126.29,2026-04-25,1.98,11.08,6.5,22,22,-9.62,5.97,12.2,1.2,97
72,明水县,47.17,125.91,2026-04-25,1.94,11.96,7.0,19,19,-11.04,6.59,11.8,0,66
73,青冈县,46.69,126.1,2026-04-25,3.31,12.16,7.7,16,16,-12.36,6.23,10.86,0,63
74,庆安县,46.88,127.5,2026-04-25,3.76,11.55,7.7,20,20,-10.17,6.6,10.37,0.2,47
75,绥棱县,47.24,127.11,2026-04-25,2.87,11.94,7.4,21,21,-9.71,7.15,11.62,0.3,35
76,望奎县,46.83,126.48,2026-04-25,3.72,12.23,8.0,17,17,-11.55,6.64,12.33,0,55
77,加格达奇区,52.5,123.9,2026-04-25,-4.8,0.67,-2.1,91,91,-0.61,5.61,12.02,5.2,100
78,漠河市,52.97,122.54,2026-04-25,-3.34,4.09,0.4,88,88,0.54,4.72,8.54,2.1,100
79,呼玛县,51.73,126.65,2026-04-25,0.82,4,2.4,99,99,2.09,4.07,9.73,11.1,100
80,塔河县,52.33,124.7,2026-04-25,-2.16,2.38,0.1,97,97,1.95,4.39,10.63,8.9,100
81,长春市,43.88,125.31,2026-04-25,7.38,17.09,12.2,24,24,-5.27,6.8,11.02,0.2,100
82,公主岭市,43.5,124.82,2026-04-25,8.26,18.86,13.6,37,37,2.38,5.62,9.51,5.0,100
83,德惠市,44.53,125.7,2026-04-25,6.55,15.74,11.1,24,24,-6.04,6.6,9.33,0.8,100
84,榆树市,44.82,126.55,2026-04-25,5.13,13.85,9.5,25,25,-6.33,5.96,8.78,4.5,100
85,农安县,44.43,125.18,2026-04-25,6.94,15.76,11.3,25,25,-5.51,6.48,9.24,0.3,100
86,吉林市,43.83,126.55,2026-04-25,8.5,16.16,12.3,32,32,-1.59,4.15,7.5,2.0,100
87,蛟河市,43.72,127.34,2026-04-25,7.57,16.26,11.9,53,53,5.94,4.23,6.69,1.4,100
88,桦甸市,42.97,126.74,2026-04-25,8.85,23.13,16.0,33,33,4.43,8.67,13.98,2.5,70
89,舒兰市,44.41,126.96,2026-04-25,6.42,14.34,10.4,28,28,-4.43,5.8,10.87,0,100
90,磐石市,42.94,126.06,2026-04-25,8.89,22.61,15.8,32,32,4.16,8.83,13.92,2.2,91
91,永吉县,43.67,126.5,2026-04-25,8.16,16.41,12.3,38,38,1.09,4.45,6.5,4.1,100
92,四平市,43.16,124.35,2026-04-25,9.71,22.54,16.1,36,36,4.7,7.11,11.78,4.3,100
93,双辽市,43.52,123.5,2026-04-25,8.01,18.81,13.4,27,27,-2.58,8.26,13.14,0.6,100
94,梨树县,43.3,124.33,2026-04-25,9.26,20.86,15.1,36,36,3.75,5.95,9.89,3.9,100
95,伊通满族自治县,43.34,125.3,2026-04-25,9.22,20.1,14.7,38,38,3.91,6.84,12.29,10.0,100
96,辽源市,42.88,125.14,2026-04-25,9.33,23.32,16.3,34,34,4.42,9.87,16.11,2.2,99
97,东丰县,42.67,125.53,2026-04-25,9.41,23.29,16.4,31,31,3.88,9.56,16.35,0,90
98,东辽县,42.92,124.99,2026-04-25,9.21,23.22,16.2,35,35,4.52,10.41,16.4,2.9,100
99,通化市,41.73,125.94,2026-04-25,8.5,22.18,15.3,28,28,0.84,7.57,15.05,0,21
100,梅河口市,42.53,125.68,2026-04-25,9.66,23.72,16.7,30,30,3.9,9.45,14.39,1.1,52
101,集安市,41.12,126.19,2026-04-25,9.84,23.82,16.8,26,26,2.34,7.47,11.47,0,25
102,通化县,41.68,125.76,2026-04-25,8.21,22.25,15.2,30,30,2.16,8.21,13.9,0,27
103,辉南县,42.68,126.04,2026-04-25,9.59,23.86,16.7,29,29,3.58,9.12,13.17,1.8,63
104,柳河县,42.28,125.74,2026-04-25,8.76,23,15.9,29,29,3.22,7.47,12.88,0.6,26
105,白山市,41.93,126.42,2026-04-25,6.84,20.98,13.9,29,29,1.02,7.37,13.14,0,18
106,临江市,41.81,126.92,2026-04-25,7.45,21.47,14.5,26,26,0.14,6.85,12.89,0,16
107,抚松县,42.33,127.28,2026-04-25,8.36,22.59,15.5,24,24,0.63,7.32,13.32,0.3,19
108,靖宇县,42.38,126.81,2026-04-25,7.68,21.7,14.7,26,26,0.9,7.04,16.77,0,27
109,长白朝鲜族自治县,41.41,128.2,2026-04-25,6.97,21.84,14.4,22,22,-0.9,7.52,11.24,0,98
110,松原市,45.14,124.82,2026-04-25,4.73,12.52,8.6,26,26,-6.13,4.14,6.23,0,99
111,扶余市,44.98,126.05,2026-04-25,6.43,13.53,10.0,25,25,-6.83,5.88,6.85,1.8,100
112,长岭县,44.27,123.96,2026-04-25,6.63,15.15,10.9,25,25,-5.73,7.43,11.43,0,100
113,乾安县,45.0,124.03,2026-04-25,4.29,12.22,8.3,29,29,-4.9,5.25,7.75,0,100
114,前郭尔罗斯蒙古族自治县,45.11,124.82,2026-04-25,4.78,12.67,8.7,26,26,-5.97,4.26,5.89,0,99
115,白城市,41.93,126.42,2026-04-25,6.84,20.98,13.9,29,29,1.02,7.37,13.14,0,18
116,洮南市,45.36,122.79,2026-04-25,4.67,12.47,8.6,29,29,-5.06,5.24,8.52,0.3,100
117,大安市,45.51,124.29,2026-04-25,3.31,10.6,7.0,34,34,-5.56,5.19,8.72,1.2,100
118,镇赉县,45.85,123.2,2026-04-25,2.25,12.03,7.1,25,25,-8.43,4.6,9.82,2.4,100
119,通榆县,44.8,123.09,2026-04-25,5.9,12.78,9.3,27,27,-5.46,6.54,8.36,0.1,100
120,延吉市,42.89,129.5,2026-04-25,3.59,20.21,11.9,46,46,5.85,4.07,6.59,0.2,55
121,图们市,42.97,129.84,2026-04-25,4.06,16.78,10.4,51,51,5.2,5.35,5.67,0,76
122,敦化市,43.37,128.23,2026-04-25,5.46,19.55,12.5,34,34,2.55,8.68,14.6,3.1,94
123,珲春市,42.86,130.36,2026-04-25,4.99,15.53,10.3,51,51,4.94,5.19,5.76,0,93
124,龙井市,42.76,129.42,2026-04-25,3.35,22.66,13.0,41,41,5.28,4.7,8.38,0,50
125,和龙市,42.54,129.0,2026-04-25,6.02,23.28,14.7,18,18,-2.25,6.27,10.41,0,24
126,汪清县,43.31,129.76,2026-04-25,2.66,16.78,9.7,50,50,4.81,4.54,6.11,3.7,63
127,安图县,43.11,128.9,2026-04-25,2.53,23.17,12.9,22,22,-0.32,6.01,14.03,0.9,57
128,海拉尔区,49.23,119.82,2026-04-25,-2.31,9.06,3.4,28,28,-9.6,7.43,10.23,0,39
129,满洲里市,49.58,117.43,2026-04-25,-2.36,8.66,3.2,21,21,-12.41,7.62,9.33,0,94
130,牙克石市,49.28,120.73,2026-04-25,-2.73,7.87,2.6,33,33,-8.14,8.06,10.88,0,17
131,扎兰屯市,48.01,122.75,2026-04-25,1.1,11.85,6.5,15,15,-13.14,8.44,13.24,0,97
132,额尔古纳市,50.24,120.18,2026-04-25,-1.84,7.71,2.9,38,38,-6.87,6.53,10.18,0,77
133,根河市,50.78,121.52,2026-04-25,-4.89,5.25,0.2,40,40,-7.21,4.71,7.73,0,96
134,阿荣旗,48.12,123.45,2026-04-25,0.81,12.91,6.9,15,15,-12.51,7.44,11.66,0,72
135,陈巴尔虎旗,49.33,119.43,2026-04-25,-2.36,9.68,3.7,27,27,-9.55,7,10.08,0,20
136,新巴尔虎左旗,48.22,118.27,2026-04-25,-2.12,8.91,3.4,17,17,-14.51,6.34,7.88,0,98
137,新巴尔虎右旗,48.67,116.82,2026-04-25,-0.16,10.12,5.0,17,17,-14.36,5.04,6.73,0,100
138,莫力达瓦达斡尔族自治旗,48.48,124.51,2026-04-25,1.24,12.47,6.9,19,19,-10.27,7.15,11.87,0,3
139,鄂伦春自治旗,50.59,123.72,2026-04-25,-2.92,7.25,2.2,26,26,-10.04,5.66,8.98,0.2,33
140,鄂温克族自治旗,49.15,119.75,2026-04-25,-2.3,9.28,3.5,27,27,-9.79,7.28,10.23,0,47
141,乌兰浩特市,46.07,122.09,2026-04-25,2.75,10.78,6.8,21,21,-10.32,6.6,12.22,1.9,100
142,阿尔山市,47.17,119.93,2026-04-25,-3.92,5.9,1.0,18,18,-16.36,6.11,9,0,100
143,突泉县,45.38,121.56,2026-04-25,4.37,12.75,8.6,21,21,-8.69,6.67,8.68,0.3,100
144,科尔沁右翼前旗,46.08,121.95,2026-04-25,2.53,10.44,6.5,25,25,-8.65,6.63,12.15,1.9,100
145,科尔沁右翼中旗,45.06,121.47,2026-04-25,3.38,12.72,8.1,28,28,-5.96,6.11,8.76,0.6,100
146,扎赉特旗,46.72,122.89,2026-04-25,2.28,13.04,7.7,11,11,-16.37,6.37,8.47,0,100
147,科尔沁区,43.65,122.24,2026-04-25,7.02,17.31,12.2,23,23,-5.08,8.01,13.02,0,100
148,霍林郭勒市,45.53,119.66,2026-04-25,0.89,9.04,5.0,22,22,-11.05,6.71,10.14,2.5,100
149,开鲁县,43.6,121.31,2026-04-25,7.13,16.85,12.0,20,20,-6.73,7.94,11.53,0,100
150,科尔沁左翼中旗,44.12,123.31,2026-04-25,6.93,15.67,11.3,22,22,-6.66,7.66,11.67,0,100
151,科尔沁左翼后旗,42.96,122.36,2026-04-25,8.53,25.2,16.9,28,28,3.8,8.66,12.61,0.6,100
152,库伦旗,42.73,121.81,2026-04-25,9.81,25.56,17.7,26,26,3.39,8.47,12.47,1.5,100
153,奈曼旗,42.84,120.66,2026-04-25,9.57,25.26,17.4,21,21,-0.89,12.13,14.13,0.5,99
154,扎鲁特旗,44.56,120.91,2026-04-25,3.87,13.45,8.7,27,27,-7.9,6.41,11.65,0.1,100
155,赤峰市,42.26,118.89,2026-04-25,10.18,23.9,17.0,20,20,-0.44,10.39,17.35,0.1,100
156,林西县,43.61,118.06,2026-04-25,6.65,23.74,15.2,10,10,-8.88,10.64,18.16,0,100
157,宁城县,41.6,119.34,2026-04-25,11.05,25.61,18.3,19,19,-0.05,10.94,17.58,0.9,36
158,阿鲁科尔沁旗,43.88,120.09,2026-04-25,5.85,15.02,10.4,16,16,-10.64,7.8,11.48,0,100
159,巴林左旗,43.98,119.38,2026-04-25,6.13,16.09,11.1,14,14,-11.72,6.5,8.54,0,100
160,巴林右旗,43.53,118.67,2026-04-25,7,19.48,13.2,15,15,-7.3,6.91,9.03,0,100
161,克什克腾旗,43.26,117.54,2026-04-25,7.48,22.02,14.8,12,12,-7.88,10.78,16.65,0,84
162,翁牛特旗,42.94,119.02,2026-04-25,8.42,23.01,15.7,13,13,-6.68,8.25,13.81,1.4,93
163,喀喇沁旗,41.93,118.7,2026-04-25,7.79,21.5,14.6,23,23,-0.67,9.28,16.5,0.9,100
164,敖汉旗,42.29,119.92,2026-04-25,10,24.79,17.4,20,20,-0.38,11.35,15.28,2.1,100
165,沈阳市,41.79,123.45,2026-04-25,13.09,25.47,19.3,32,32,7.1,9.27,18.6,1.1,9
166,新民市,41.98,122.83,2026-04-25,11.29,25.04,18.2,31,31,6.46,11.34,21.81,1.8,64
167,康平县,42.5,123.43,2026-04-25,10.89,25.03,18.0,29,29,5.1,10.12,17.74,1.4,100
168,法库县,42.5,123.43,2026-04-25,10.89,25.03,18.0,29,29,5.1,10.12,17.74,1.4,100
169,大连市,38.92,121.64,2026-04-25,13.43,24.02,18.7,34,34,7,6.87,15.97,0,0
170,瓦房店市,39.62,122.0,2026-04-25,11.7,23.39,17.5,29,29,4.3,8.03,14.28,0,0
171,庄河市,39.68,122.96,2026-04-25,8.22,18.26,13.2,52,52,8.1,6.6,14,0,0
172,长海县,39.28,122.59,2026-04-25,9.62,12.16,10.9,83,83,7.54,10.16,19.51,0,3
173,鞍山市,41.10,122.99,2026-04-25,12.66,25.28,19.0,31,31,6.92,10.45,18.12,0,10
174,海城市,40.85,122.75,2026-04-25,12.21,24.56,18.4,32,32,6.79,10.29,17.78,0,8
175,台安县,41.38,122.43,2026-04-25,11.34,23.73,17.5,32,32,5.94,11.26,21.93,0,19
176,岫岩满族自治县,40.29,123.28,2026-04-25,8.73,24.56,16.6,35,35,7.08,7.6,9.59,0,6
177,抚顺市,41.88,123.96,2026-04-25,10.46,25.3,17.9,31,31,6.58,10.83,18.12,0.3,50
178,抚顺县,41.88,123.91,2026-04-25,10.85,25.52,18.2,31,31,6.81,10.91,18.39,0.6,50
179,新宾满族自治县,41.73,125.03,2026-04-25,7.14,22,14.6,32,32,4.25,6.79,12.78,0,25
180,清原满族自治县,42.1,124.92,2026-04-25,8.22,23.58,15.9,28,28,3.76,7.87,15.12,0,55
181,本溪市,41.29,123.77,2026-04-25,11.15,25.72,18.4,30,30,6.02,7.53,14.5,0,12
182,本溪满族自治县,41.3,124.11,2026-04-25,9.78,24.55,17.2,33,33,5.9,5.64,11.55,0.1,10
183,桓仁满族自治县,41.26,125.35,2026-04-25,8.99,23.61,16.3,27,27,3.18,6.16,10.3,0,8
184,丹东市,40.00,124.35,2026-04-25,9.63,18.61,14.1,42,42,5.4,7.26,9.31,0,4
185,东港市,39.86,124.15,2026-04-25,8.94,12.58,10.8,73,73,7.77,6,8.25,0,4
186,凤城市,40.45,124.06,2026-04-25,8.64,22.87,15.8,35,35,6.16,7.05,9.78,0,3
187,宽甸满族自治县,40.73,124.78,2026-04-25,8.28,20.86,14.6,34,34,4.23,8.21,12.38,0,16
188,锦州市,41.09,121.12,2026-04-25,11.35,24.98,18.2,32,32,6.98,10.18,19.9,0,50
189,凌海市,41.16,121.35,2026-04-25,10.02,21.03,15.5,38,38,6.14,10.92,21,0,49
190,北镇市,41.6,121.8,2026-04-25,10.94,23.49,17.2,33,33,6.15,8.93,20.55,0.9,49
191,黑山县,41.67,122.12,2026-04-25,10.6,24.24,17.4,32,32,6.35,11.57,22.04,1.1,44
192,义县,41.53,121.23,2026-04-25,11.96,27.07,19.5,28,28,6.35,9.54,17.94,0.8,48
193,营口市,40.66,122.23,2026-04-25,10.58,16.44,13.5,67,67,7.86,10.14,21.29,0,9
194,盖州市,40.4,122.35,2026-04-25,12.72,19.81,16.3,48,48,8.17,9.4,15.1,0,7
195,大石桥市,40.63,122.51,2026-04-25,13.14,23.73,18.4,33,33,6.52,10.03,17.66,0,10
196,阜新市,42.02,121.67,2026-04-25,12.61,26.17,19.4,29,29,5.68,8.77,16.25,2.1,76
197,阜新蒙古族自治县,42.06,121.75,2026-04-25,12.88,25.64,19.3,29,29,5.39,7.4,15.68,1.7,68
198,彰武县,42.38,122.54,2026-04-25,10.24,25.51,17.9,29,29,5.44,9.91,18.75,3.0,90
199,辽阳市,41.26,123.23,2026-04-25,12.23,26.37,19.3,30,30,7.27,9.46,16.81,0,9
200,灯塔市,41.42,123.33,2026-04-25,11.73,25.3,18.5,31,31,6.87,11.38,17.93,0,14
201,辽阳县,41.2,123.1,2026-04-25,12.37,25.7,19.0,30,30,6.77,9.61,18.02,0,9
202,盘锦市,41.12,122.07,2026-04-25,10.74,21.57,16.2,38,38,6.49,11.6,22.75,0,17
203,盘山县,41.24,121.99,2026-04-25,10.6,22.2,16.4,36,36,6.35,10.91,22.55,0,24
204,铁岭市,42.22,123.72,2026-04-25,11.25,25.75,18.5,28,28,5.43,10.4,17.41,2.5,72
205,调兵山市,42.47,123.55,2026-04-25,10.76,25.05,17.9,28,28,4.64,10.04,18.32,1.4,97
206,开原市,42.54,124.03,2026-04-25,10.44,25.2,17.8,28,28,4.62,10.39,17.43,1.6,90
207,铁岭县,42.22,123.72,2026-04-25,11.25,25.75,18.5,28,28,5.43,10.4,17.41,2.5,72
208,西丰县,42.74,124.72,2026-04-25,9.04,23.54,16.3,32,32,4.67,9.62,16.34,0.9,99
209,昌图县,42.78,124.1,2026-04-25,10.03,24.61,17.3,29,29,4.35,9.66,15.88,3.1,99
210,朝阳市,41.54,120.45,2026-04-25,12.78,28.36,20.6,24,24,4.99,10.35,16.64,1.2,39
211,北票市,41.8,120.77,2026-04-25,11.89,28.55,20.2,24,24,4.65,10.21,16.23,2.2,39
212,凌源市,41.24,119.4,2026-04-25,11.07,25.27,18.2,24,24,3.14,10.22,17.26,0.3,32
213,朝阳县,41.57,120.45,2026-04-25,12.75,28.41,20.6,24,24,5.02,10.35,16.37,1.3,37
214,建平县,41.4,119.64,2026-04-25,11.62,26.39,19.0,23,23,3.18,10.43,17.39,0.4,49
215,喀喇沁左翼蒙古族自治县,41.12,119.74,2026-04-25,11.81,26.61,19.2,26,26,5.05,10.03,16.74,0,54
216,葫芦岛市,40.56,120.38,2026-04-25,11.86,26.8,19.3,28,28,6.38,10.28,19.19,0,17
